Sex , Occupation           , Form ID[;...] , MinLevel
# 2B
10  , 10011000000000000000 , D9011410
10  , 10011000000000000000 , D9011462
10  , 10011000000000000000 , D9011459
10  , 10011000000000000000 , D901145C
10  , 10011000000000000000 , D90082F3
10  , 10011000000000000000 , D90082F5

# Strappy
10  , 11100110011111111011 , D9007330
10  , 11100110011111111011 , D900A188
10  , 11100110011111111011 , D900A18A

# Top - General
10  , 11100110111111101010 , D9005CE4
10  , 11100110111111101010 , D9005C50
10  , 11100110111111101010 , D900A17F
10  , 11100110111111101010 , D90082EE
10  , 11100110111111101010 , D901140D
10  , 11100110111111101010 , D900A182
10  , 11100110111111101010 , D900A184
10  , 11100110111111101010 , D900B0E3
10  , 11100110111111101010 , D9007431
10  , 11100110111111101010 , D900742E
10  , 11100110111111101010 , D900ABD4
10  , 11100110111111101010 , D9011413

# Top3 - Instutite-ish
10  , 10011001000000010001 , D900B0E1
10  , 10011001000000010001 , D900B111

# Vest
10  , 11111111111011111001 , D900FDF5

# Other - Pubic Hair
10  , 11111111111111111111 , D900B0F3
10  , 11111111111111111111 , D900B0F5
10  , 11111111111111111111 , D900B0F7
10  , 11111111111111111111 , D900B0F9
10  , 11111111111111111111 , D900B0FB

# Other - Ribbon
10  , 11100110011111011110 , D90099D7

# Other - Extra Long Gloves
10  , 11101111111111111010 , D900B10E

# Other - Dresses
10  , 11101010011111001010 , D9008BB0
10  , 11101010011111001010 , D9001EDF
10  , 11101010011111001010 , D900A194

# Other - Leggings
10  , 11111111111011111001 , D900B3BE

# Other - Shirt
10  , 11111010011011011001 , D900D03A
10  , 11111010011011011001 , D900D035
10  , 11111010011011011001 , D900D038

# Other - Tank Top
10  , 11100110111111101010 , D900B8B0

# Other - SHoes
10  , 11100110111111101010 , D901059A

# Other - Short Jacket
10  , 01111111111011111001 , D9008404
10  , 01111111111011111001 , D900840A

# Other - Short Skirt
10  , 11101010011111001010 , D9008407

# Other - Tactical
10  , 01110111000000101000 , D900BC0B
10  , 01110111000000101000 , D900BC08
10  , 01110111000000101000 , D900BC0E
10  , 01110111000000101000 , D900ABB8
10  , 01110111000000101000 , D900ABDA
10  , 01110111000000101000 , D900ABDD
10  , 01110111000000101000 , D900ABE0
10  , 01110111000000101000 , D900ABD7
